dataset_index,data_uuid,data_name,view_count,download_count,description,update_frequency,data_owner,data_page_url,data_category,asset_type,view_type,size_in_bytes,readable_size,latest_update_time
1302,e6ph-9uv7,Brooklyn Borough President's Office Legislation - Passed,112,302,List of legislation that was sponsored by the Borough President and passed.,One-time,Brooklyn Borough President,https://data.cityofnewyork.us/City-Government/Brooklyn-Borough-President-s-Office-Legislation-Pa/e6ph-9uv7,City Government,dataset,tabular,676.0,676 bytes,2019-10-29
1305,e7es-jx5j,DOE Kindergarten Admissions Guide,207,75,Directory of Department of Education Elementary Schools in 2021.,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2021-DOE-Kindergarten-Admissions-Guide/e7es-jx5j,Education,dataset,tabular,163643.0,163.64 KB,2020-12-21
1307,e98g-f8hy,Property Data,28777,6971,Do not use this dataset. It does not actually provide Property Data in its current form. We are working on improvements to the dataset to more accurately reflect its title and original intent.,One-time,Department of Buildings (DOB),https://data.cityofnewyork.us/Housing-Development/Property-Data-Buildings-Information-System-/e98g-f8hy,Housing & Development,dataset,tabular,13672351.0,13.67 MB,2015-02-02
1308,e9ah-8qv4,School Closure Discharge Reporting Borough SWD,118,235,"New York City public schools closed for poor performance. This report provides data regarding students enrolled in these schools during the school year, according to the guidelines set by Local Law 043.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2015-2016-School-Closure-Discharge-Reporting-Borou/e9ah-8qv4,Education,dataset,tabular,16023.0,16.02 KB,2018-02-21
1309,e9xc-u3ds,Campaign Expenditures,249,221,Expenditures include:  Schedule D (In-Kind Contributions) + Schedule F (Expenditure Payments) + Schedule H: Type 1 (Transfers Out) + Schedule N:  Last Disclosure Statement Only (Outstanding Liabilities) and (Advances)  - Schedule L (Expenditure Refunds).,One-time,Campaign Finance Board (CFB),https://data.cityofnewyork.us/City-Government/2017-Campaign-Expenditures/e9xc-u3ds,City Government,dataset,tabular,7844477.0,7.84 MB,2021-02-07
1310,eabe-havv,DOB Complaints Received,77976,37099,This is the universe of complaints received by Department of Buildings (DOB). It includes complaints that come from 311 or that are entered into the system by DOB staff.  A Complaint Categories codes can be found at http://www1.nyc.gov/assets/buildings/pdf/bis_complaint_disposition_codes.pdf,Daily,Department of Buildings (DOB),https://data.cityofnewyork.us/Housing-Development/DOB-Complaints-Received/eabe-havv,Housing & Development,dataset,tabular,459084906.0,459.08 MB,2021-12-16
1314,ebb7-mvp5,DSNY Monthly Tonnage Data,22029,6050,"DSNY Monthly Tonnage Data.  DSNY Monthly Tonnage Data provides monthly collection tonnages that the Department of Sanitation collects from NYC residences and institutions. For more information about DSNY services, see: http://www1.nyc.gov/assets/dsny/site/services.  Please note that in the face of economic hardship, and to ensure the City can continue to devote resources to essential safety, health, shelter, and food security needs, the New York City Department of Sanitation announced the suspension of the curbside composting program, beginning May 4, 2020. During the suspension, any food scraps and yard waste set out for composting will be collected as trash. The suspension is currently planned through June 30, 2021.",Monthly,Department of Sanitation,https://data.cityofnewyork.us/City-Government/DSNY-Monthly-Tonnage-Data/ebb7-mvp5,City Government,dataset,tabular,1004669.0,1 MB,2021-12-08
1315,ebkm-iyma,DYCD Program Sites,557,310,"This dataset provides a breakdown of all the Service Categories that are provided, and funded by DYCD. For each Service Category, the datasets list their DYCD business unit (Program Area), sub-divisions (Program Types), the DYCD-funded organization (Provider) that provide their respective services, and finally, the Program Sites where these services are available.",Annually,Department of Youth and Community Development (DYCD),https://data.cityofnewyork.us/Social-Services/DYCD-Program-Sites/ebkm-iyma,Social Services,dataset,tabular,3846801.0,3.85 MB,2020-08-10
1317,ebu5-jrfz,Health Data Report - HIV/AIDS Lessons,114,47,"Local Law 14 (2016) requires that NYCDOE provide citywide Health Education data, disaggregated by community school district, city council district and each individual school. This provides information about the number and percent of students scheduled  for at least one semester of health education as reported through the STARS database. NYSED mandates HIV/AIDS instruction with a set number of lessons for every student, every year.  There are five required lessons per year for grade levels of K-6 and six required lessons for grade level 7-8; teachers must use the NYCDOE HIV\AIDS curriculum.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Health-Data-Report-HIV-AIDS-Lessons/ebu5-jrfz,Education,dataset,tabular,60293.0,60.29 KB,2020-12-10
1318,ec4f-sy8r,20 Students In Temporary Housing,841,97,"Data on enrollment, transportation, and academic outcomes of students in temporary housing.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2019-20-Students-In-Temporary-Housing/ec4f-sy8r,Education,dataset,tabular,98010.0,98.01 KB,2021-03-26
1319,eccv-9dzr,CURRENT BASES,24457,4371,"<b>For up-to-date list of FHV bases, please visit <a href=""https://www1.nyc.gov/site/tlc/businesses/for-hire-vehicle-bases.page"">this page</a><b>",One-time,Taxi and Limousine Commission (TLC),https://data.cityofnewyork.us/Transportation/CURRENT-BASES/eccv-9dzr,Transportation,dataset,tabular,125022.0,125.02 KB,2021-12-16
1320,ecej-79ys,16 Multiple Removals - STH,154,219,"Student with two or more suspensions and/or removals annual report for students with and without disabilities in temporary housing aggregated by district, borough and school number.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2015-16-Multiple-Removals-STH/ecej-79ys,Education,dataset,tabular,103578.0,103.58 KB,2018-07-13
1323,eddp-3v5g,Aggregate Employee Statistics,1869,833,"Staff records with attributes (status, rank/title, gender).",Monthly,Department of Correction (DOC),https://data.cityofnewyork.us/Public-Safety/Aggregate-Employee-Statistics/eddp-3v5g,Public Safety,dataset,tabular,1575150.0,1.58 MB,2021-07-01
1326,eevf-vb98,Suspension Report NYPD Contacts - STH,74,73,Suspensions reported where NYPD was contacted for Student in Temporary Housing (STH).,Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Suspension-Report-NYPD-Contacts-STH/eevf-vb98,Education,dataset,tabular,98655.0,98.66 KB,2020-11-16
1327,efdc-dxuz,BP Appointments - Miscellaneous Boards,104,243,This dates set represents Brooklyn Borough President's appointees to Miscellaneous Boards. Most representatives are employees of Brooklyn Borough Hall.,Annually,Brooklyn Borough President,https://data.cityofnewyork.us/Housing-Development/BP-Appointments-Miscellaneous-Boards/efdc-dxuz,Housing & Development,dataset,tabular,2624.0,2.62 KB,2019-11-21
1328,efiz-8kvg,VZV_Town Hall Meetings,176,310,"In Spring 2014, DOT partnered with New York City Councilmembers across the five boroughs to host a number of Town Halls, where community members could come learn more about Vision Zero and give specific suggestions or concerns regarding traffic safety in their neighborhoods.  For a complete list of Vision Zero maps, please follow <a href=""https://data.cityofnewyork.us/browse?q=vzv&sortBy=last_modified&utf8=%E2%9C%93"">this link</a>",Monthly,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/VZV_Town-Hall-Meetings/efiz-8kvg,Transportation,map,geo,4604.0,4.6 KB,2021-12-01
1330,efzr-wfp2,Student Discipline Annual Report - IEP,78,41,"Student discipline annual report aggregated by IEP, removals, principal and/or superintendent intervention and expulsions.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2017-2018-Student-Discipline-Annual-Report-IEP/efzr-wfp2,Education,dataset,tabular,107542.0,107.54 KB,2020-10-30
1332,eg75-mh9k,Demographic Data - Grades 9-12 District,139,774,Demographic Data - Grades 9-12 District,One-time,NYC Department of Education,https://data.cityofnewyork.us/dataset/2015-2016-Demographic-Data-Grades-9-12-District/eg75-mh9k,Missing,dataset,tabular,79654.0,79.65 KB,2017-08-10
1335,egnf-uyp9,EMS Transport Final Race,116,113,"EMS Transports by district, borough, school and race.",Annually,NYC Department of Education,https://data.cityofnewyork.us/dataset/2017-2018-EMS-Transport-Final-Race/egnf-uyp9,Missing,dataset,tabular,35177.0,35.18 KB,2020-11-12
1337,ehji-3xy2,Class Size Report District K-8 Class Size Distribution,77,31,"2018-2019 Class Size District report for kindergarten through eighth grades by program type, number of students, number of classes and average class size.",Annually,NYC Department of Education,https://data.cityofnewyork.us/Education/2018-2019-Class-Size-Report-District-K-8-Class-Siz/ehji-3xy2,Education,dataset,tabular,162744.0,162.74 KB,2020-12-31
1338,eidg-3v2p,School Closure Discharge Reporting Age - District,120,493,"In June 2012, 7 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2011-2012 school year, according to the guidelines set by Local Law 2011/043",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2011-2012-School-Closure-Discharge-Reporting-Age-D/eidg-3v2p,Education,dataset,tabular,1.0,1 byte,2018-03-23
1339,eifs-wzhm,Department for the Aging  Reported Service Units by Month of Legal Contracted Providers,107,390,Reported Units of Service by Month of registered and contracted agencies providing Legal Services.,Monthly,Department for the Aging (DFTA),https://data.cityofnewyork.us/Social-Services/Department-for-the-Aging-DFTA-Reported-Service-Uni/eifs-wzhm,Social Services,dataset,tabular,4103.0,4.1 KB,2020-10-28
1342,ej3f-9dad,Inclusionary Housing Transfers,437,274,"The Inclusionary Housing Program is designed to preserve and promote affordable housing within neighborhoods where zoning has been modified to encourage new development.  The Voluntary Inclusionary Housing program, enacted in 1987, enables a development to receive a density bonus in return for the new construction, substantial rehabilitation, or preservation of permanently affordable housing.  The Inclusionary Housing Transfers table provides information on the transfers between generating sites and compensated developments.  The table also contains records of transfers that occurred on-site. The Voluntary Inclusionary Housing (VIH) open data is published in four tables. Please see the documentation for more information on how these four tables relate.  For a complete list of Inclusionary Housing datasets, please follow <a href=""https://data.cityofnewyork.us/browse?q=HPD%20Inclusionary%20Housing&sortBy=relevance"">this link</a>.",Annually,Department of Housing Preservation and Development (HPD),https://data.cityofnewyork.us/Housing-Development/Inclusionary-Housing-Transfers/ej3f-9dad,Housing & Development,dataset,tabular,18497.0,18.5 KB,2019-09-24
1343,ej9h-v6g2,Central Park Squirrel Census - Hectare Data,1411,511,"The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present their findings to the public. This table contains environmental data related to each of the 350 “countable” hectares of Central Park. Examples include weather, litter, animals sighted, and human density.",One-time,The Squirrel Census,https://data.cityofnewyork.us/Environment/2018-Central-Park-Squirrel-Census-Hectare-Data/ej9h-v6g2,Environment,dataset,tabular,60747.0,60.75 KB,2019-10-15
